begin initialization: 
initialization end!
begin iteration: 
0	0.940628
1	0.887478
2	0.856126
3	0.830043
4	0.806579
5	0.785029
6	0.765032
7	0.746352
8	0.728824
9	0.712322
10	0.696739
11	0.681988
12	0.667996
13	0.6547
14	0.64204
15	0.629968
16	0.618444
17	0.607429
18	0.596886
19	0.586786
20	0.577102
21	0.567809
22	0.558883
23	0.550302
24	0.542047
25	0.534099
26	0.526444
27	0.519063
28	0.511945
29	0.505075
2.61965	1	121.568
3.90883	3	122.394
2.71625	2	122.907
3.88629	4	122.92
2.56004	1	125.354
2.77622	4	126.851
4.48163	3	129.047
3.50842	4	129.288
4.17174	3	130.661
4.59944	5	130.822
4.33184	5	131.268
3.75968	4	131.326
3.45303	4	131.625
3.08347	3	131.632
3.30597	3	131.726
3.06089	3	131.729
3.56359	4	131.92
4.06123	4	131.923
3.7467	3	132.481
2.95643	4	133.57
3.20985	4	134.194
3.78524	4	134.241
3.60344	3	134.605
3.34743	3	134.725
3.31733	3	134.826
4.24698	5	135.393
1.34782	1	135.514
4.27831	1	146.261
4.23866	5	146.841
2.67541	1	149.648
2.42956	2	149.833
4.0335	2	153.968
2.81101	2	154.625
2.58638	3	154.797
3.16393	2	156.151
3.32848	3	156.259
4.33948	4	156.374
2.59454	2	156.728
2.70524	2	157.225
3.37452	4	157.616
3.29826	5	160.512
2.90828	2	161.337
3.234	4	161.924
3.16384	1	166.606
3.11162	3	166.619
2.67038	1	169.409
3.35764	1	174.967
2.67606	1	177.777
2.94091	3	177.78
3.61288	3	178.156
2.86963	4	179.433
2.76268	3	179.49
2.75812	3	179.548
2.72833	3	179.622
3.03311	3	179.623
5	5	179.623
3.74116	4	179.69
3.95101	3	180.595
4.6629	4	181.034
4.14702	5	181.762
5	5	181.762
4.84724	5	181.785
4.64761	3	184.499
5	4	185.499
4.87977	5	185.514
3.6623	4	185.628
2.99601	3	185.628
2.88182	4	186.878
3.07916	4	187.726
2.39975	4	190.287
3.42966	5	192.753
2.968	4	193.818
3.63197	1	200.745
3.65061	3	201.169
2.4408	2	201.363
3.93623	5	202.495
2.7975	3	202.536
2.76231	3	202.592
3.70811	3	203.093
3.83668	5	204.447
2.78928	3	204.491
3.27605	5	207.463
2.23135	1	208.979
2.25068	3	209.541
3.04501	3	209.543
3.5289	3	209.823
3.3753	5	212.462
3.34095	3	212.579
2.61542	2	212.957
4.01059	4	212.957
3.83283	3	213.651
3.71213	3	214.158
3.32349	5	216.969
3.59942	4	217.129
3.00427	3	217.129
2.74926	3	217.192
3.42409	4	217.524
2.35352	2	217.649
2.82805	4	219.022
2.98251	3	219.023
2.35531	2	219.149
3.31806	2	220.886
3.33728	1	226.349
1.8933	1	227.147
2.5174	1	229.449
2.36345	4	232.128
2.39338	3	232.496
2.62915	1	235.15
2.14737	1	236.466
2.37924	1	238.369
3.10885	3	238.38
2.39317	2	238.535
2.10364	1	239.753
2.56037	3	239.946
3.30732	5	242.811
2.38179	3	243.194
3.25193	4	243.753
2.06173	2	243.757
3.006	1	247.781
2.18596	4	251.072
2.67441	2	251.527
2.83784	2	252.229
2.39514	2	252.385
2.39359	1	254.327
2.67968	1	257.148
3.07749	3	257.154
2.01579	3	258.123
2.76823	1	261.249
2.64455	1	263.954
2.38852	3	264.328
2.42649	3	264.657
3.17206	3	264.686
3.00907	1	268.723
2.40741	4	271.259
3.04888	4	272.164
1	1	272.164
2.65322	3	272.284
3.31087	5	275.137
3.59923	3	275.496
3.0864	5	279.158
3.43031	4	279.483
3.21181	5	282.68
1	1	282.68
2.40707	1	284.66
2.31266	2	284.758
3.4245	3	284.938
1.89947	1	285.747
2.50161	1	288.002
1.36151	1	288.133
3.72614	5	289.755
3.32506	3	289.861
3.74801	4	289.925
4.06656	4	289.929
3.79287	2	293.143
3.65735	4	293.261
3.91776	4	293.267
3.91554	5	294.444
3.69946	3	294.933
3.3982	3	295.091
3.53716	4	295.306
3.71523	3	295.817
3.72044	4	295.895
3.68215	2	298.725
4.07304	5	299.584
3.82864	5	300.956
3.0438	2	302.046
3.78741	5	303.516
3.05482	3	303.519
3.65397	5	305.331
3.67471	4	305.437
4.16789	5	306.129
3.93614	5	307.261
3.99752	5	308.266
3.6128	2	310.867
3.63391	3	311.269
3.57136	3	311.595
3.7037	3	312.091
3.603	4	312.248
3.84834	4	312.271
3.88167	4	312.285
4.04584	4	312.287
3.62144	3	312.673
3.83847	3	313.376
3.95758	3	314.293
3.58897	4	314.462
3.95059	5	315.564
4.16495	4	315.591
3.3481	3	315.712
3.93248	3	316.582
3.8867	4	316.594
3.7006	4	316.684
3.84345	5	318.022
3.79949	4	318.062
3.59333	4	318.227
3.61945	5	320.133
3.49166	3	320.375
3.56777	2	322.833
3.5804	4	323.009
3.75095	4	323.071
3.63564	2	325.746
3.01941	2	326.785
3.51553	2	329.082
2.55295	2	329.388
3.70047	3	329.879
3.06734	2	331.018
3.19603	4	331.664
4.29364	4	331.75
4.22032	4	331.799
3.68425	3	332.267
3.77845	4	332.316
3.09424	1	336.702
3.6531	2	339.435
3.62633	4	339.574
3.3192	4	340.038
3.56396	4	340.228
3.48318	5	342.529
3.51999	3	342.799
3.29374	2	344.473
3.42089	5	346.967
2.82498	1	350.297
3.07414	1	354.599
4.04923	4	354.602
4.1033	5	355.406
4.27655	4	355.482
3.81429	5	356.888
4.36152	5	357.296
3.92229	5	358.457
3.67442	4	358.563
3.95185	5	359.662
4.12032	5	360.436
3.64342	5	362.276
4.12894	4	362.293
3.77516	4	362.343
3.58467	4	362.516
3.63948	4	362.646
3.41077	3	362.814
3.62025	4	362.959
3.99775	5	363.963
4.19742	4	364.002
4.26813	4	364.074
3.74039	4	364.141
3.55939	3	364.454
3.7064	4	364.54
3.73818	5	366.133
3.93402	3	367.005
3.72038	5	368.642
3.74284	3	369.194
4.07638	4	369.2
3.26789	3	369.272
3.22779	4	369.868
4.29967	5	370.359
4.58498	5	370.531
4.20077	4	370.571
4.52385	5	370.798
4.34583	5	371.226
4.1243	4	371.241
3.64202	5	373.085
3.4136	5	375.602
3.67147	3	376.053
3.3887	5	378.649
2.8262	3	378.679
4.60823	4	379.049
3.86802	5	380.331
4.1052	3	381.552
4.49695	5	381.805
3.50918	3	382.065
4.07627	5	382.918
4.27254	5	383.447
3.89174	5	384.675
3.19669	4	385.321
3.751	2	388.387
3.76085	5	389.922
4.18166	3	391.318
4.8469	5	391.342
4.19338	5	391.992
4.4313	5	392.316
4.58011	5	392.492
3.19192	3	392.529
3.52307	3	392.803
4.23284	4	392.857
4.23992	5	393.435
4.04525	5	394.346
4.22311	5	394.95
3.84065	3	395.656
4.01891	5	396.619
4.028	4	396.62
4.60457	3	399.194
4.51951	5	399.425
4.39013	3	401.358
4.64506	4	401.774
4.89167	5	401.785
4.2842	3	403.435
4.30418	4	403.527
4.32639	3	405.286
4.57762	4	405.62
4.42837	4	405.804
4.52208	5	406.032
4.31637	5	406.499
4.64298	5	406.627
4.61866	5	406.772
4.43875	5	407.087
4.51415	5	407.323
4.11623	5	408.104
4.30238	5	408.591
4.26083	5	409.137
4.55375	5	409.337
4.1572	4	409.361
4.39251	5	409.73
4.49168	4	409.972
4.048	1	419.262
4.74696	5	419.326
3.64343	5	421.167
3.56276	3	421.483
4.18488	4	421.518
3.6797	3	421.98
4.09702	4	421.989
3.05104	3	421.992
2.9116	1	425.646
3.06347	4	426.523
3.0339	4	427.456
4.06801	3	428.597
4.23084	3	430.112
4.02156	3	431.155
3.60297	3	431.519
4.65587	5	431.637
3.81715	4	431.671
3.92683	4	431.676
3.88914	5	432.91
3.65931	5	434.708
4.20851	5	435.334
3.92468	4	435.34
3.94942	5	436.444
3.95587	4	436.445
3.83202	4	436.474
3.18372	4	437.14
3.66478	4	437.252
3.34072	4	437.687
4.22082	5	438.294
4.10616	4	438.305
4.04928	5	439.209
4.38122	5	439.592
4.26233	5	440.136
4.41056	3	442.126
3.94874	4	442.129
4.25344	4	442.193
4.30848	5	442.671
3.9281	3	443.532
2.828	4	444.906
3.52876	5	447.071
3.56677	4	447.258
4.06004	4	447.262
3.9595	4	447.263
3.43757	2	449.33
4.6155	4	449.709
4.67434	4	450.164
4.37549	5	450.554
4.44944	3	452.655
4.82992	4	453.343
4.60193	5	453.502
4.16333	5	454.202
4.55157	3	456.609
4.26708	5	457.146
4.31629	5	457.614
3.89035	5	458.845
4.58337	5	459.019
4.28051	4	459.097
4.65739	5	459.215
3.96298	5	460.29
4.31858	5	460.755
4.48413	3	462.957
4.6368	5	463.089
4.161	2	467.759
4.60545	3	470.336
4.46762	4	470.555
4.61311	5	470.705
4.41127	5	471.051
4.58835	5	471.221
4.4405	5	471.534
4.1377	3	472.828
3.15434	2	474.161
2.88921	4	475.395
4.25188	3	476.962
2.50706	5	483.177
3.79029	4	483.221
3.73619	3	483.763
3.24287	3	483.822
2.46622	4	486.174
3.73352	5	487.778
2.96238	3	487.779
3.56801	5	489.83
2.85549	2	490.562
2.37064	3	490.958
3.32253	1	496.352
3.50022	3	496.602
3.53785	5	498.74
3.04755	4	499.647
4.01075	3	500.669
3.51392	5	502.877
4.05188	5	503.776
4.0233	4	503.777
4.51884	5	504.008
3.66058	1	511.087
4.3965	3	513.037
4.28864	4	513.121
4.28213	5	513.636
4.05576	4	513.639
3.48712	3	513.876
3.36162	5	516.561
3.73617	4	516.63
3.21983	3	516.679
3.77543	4	516.729
2.88009	5	521.223
3.54454	3	521.52
3.74481	5	523.095
4.53721	5	523.309
3.79117	4	523.353
3.42968	4	523.678
3.83135	3	524.369
3.37248	4	524.763
4.28701	5	525.271
4.22264	4	525.321
4.5639	5	525.511
4.47481	5	525.787
3.91697	3	526.628
4.46689	4	526.846
4.56109	5	527.038
4.77296	4	527.636
3.95372	3	528.545
4.60208	5	528.704
4.64613	5	528.829
4.04428	3	529.92
2.81642	5	534.688
2.33903	1	536.481
3.98871	3	537.458
3.59298	2	539.996
4.01753	5	540.961
3.55657	3	541.271
2.82161	4	542.659
2.83457	1	546.025
2.74119	4	547.61
4.18337	3	549.01
4.03305	5	549.945
4.80115	5	549.984
4.06387	5	550.861
4.49191	4	551.103
4.35359	4	551.228
4.57607	5	551.408
4.07608	5	552.261
4.50874	5	552.502
4.24734	5	553.069
4.09352	5	553.891
4.41054	5	554.238
3.8034	5	555.67
4.2846	4	555.751
4.05783	4	555.754
4.14362	5	556.488
3.02231	3	556.488
3.40095	4	556.847
2.53411	4	558.996
3.52718	1	565.383
1.86547	1	566.132
4.47171	5	566.411
3.33714	3	566.524
3.63576	4	566.657
4.38057	5	567.041
3.17949	4	567.714
3.71506	3	568.225
2.05421	1	569.337
3.00276	4	570.331
4.26073	5	570.878
4.09217	5	571.702
4.34909	5	572.125
4.17624	4	572.157
4.92333	4	573.009
4.77728	5	573.059
4.51655	4	573.326
4.64516	4	573.742
4.64916	3	576.461
4.05565	5	577.353
4.2378	4	577.41
3.86886	4	577.427
4.26214	4	577.496
3.72947	3	578.028
3.72675	4	578.103
4.49217	5	578.36
4.41316	4	578.531
4.45347	5	578.83
4.7736	4	579.428
4.70644	4	579.927
4.11662	5	580.708
4.55499	5	580.906
4.38119	5	581.289
4.78676	5	581.334
4.4236	5	581.666
4.3947	5	582.033
4.3517	5	582.453
4.25742	4	582.519
3.30329	4	583.005
4.32145	4	583.108
3.92778	4	583.113
3.89109	4	583.125
4.53966	4	583.416
4.16557	3	584.775
4.43974	4	584.968
4.49261	5	585.226
4.23964	4	585.283
4.68397	5	585.383
4.50924	4	585.642
4.36236	4	585.774
4.74832	4	586.334
4.26493	5	586.874
4.37292	4	587.013
3.92623	4	587.018
4.52407	5	587.245
4.21064	4	587.289
4.24694	4	587.35
4.34439	4	587.469
4.10007	4	587.479
4.60436	5	587.635
3.49559	4	587.89
3.38898	3	588.041
3.49377	4	588.297
3.75338	4	588.358
3.9032	4	588.368
3.59687	4	588.53
3.90244	4	588.54
3.92484	4	588.545
4.01751	4	588.546
4.2848	5	589.057
3.92323	4	589.063
3.94382	3	589.954
4.16649	4	589.982
4.70681	4	590.481
4.10034	4	590.491
4.96785	5	590.492
4.27833	4	590.57
4.67921	5	590.673
4.49831	4	590.921
4.61674	4	591.301
3.87692	4	591.316
4.54349	5	591.525
4.31701	4	591.625
4.5366	5	591.84
4.26374	5	592.382
4.47917	4	592.612
4.20377	4	592.653
4.47863	5	592.925
4.40979	4	593.093
4.05854	4	593.096
4.12906	4	593.113
4.8118	5	593.149
4.56871	5	593.335
4.41446	4	593.506
4.62884	4	593.902
4.32223	3	595.65
4.25622	5	596.203
4.48047	5	596.473
4.72802	4	597.003
3.78998	3	597.627
3.51994	4	597.858
3.63012	4	597.995
3.58	3	598.331
3.83867	5	599.68
3.57112	3	600.006
4.37254	4	600.145
2.81734	4	601.543
4.0208	4	601.544
3.63915	4	601.674
3.61454	4	601.822
3.84057	5	603.167
4.26228	2	608.285
4.02513	4	608.285
3.01869	3	608.286
2.9382	3	608.289
3.67513	4	608.395
3.36884	4	608.793
3.01538	2	609.824
3.19955	3	609.864
3.76591	4	609.919
4.22706	4	609.971
3.3289	3	610.079
2.69188	3	610.174
3.49491	4	610.429
2.0684	2	610.433
3.83475	4	610.461
3.67523	3	610.917
4.10224	4	610.927
4.34109	3	612.726
4.21631	4	612.772
4.11656	4	612.786
3.75838	4	612.844
3.87304	3	613.607
3.74247	3	614.158
4.0957	3	615.358
3.11005	3	615.371
3.39566	4	615.736
3.66171	4	615.85
2.55363	1	618.264
3.81094	5	619.678
3.4641	5	622.037
3.37412	4	622.429
3.61748	3	622.81
3.1707	4	623.498
3.11706	4	624.277
2.26944	2	624.35
2.74073	2	624.898
3.4999	4	625.149
3.76641	4	625.203
3.79134	4	625.247
3.94695	5	626.356
3.7815	4	626.403
3.23223	3	626.457
3.76809	2	629.583
3.94062	2	633.349
4.15685	4	633.374
3.73602	3	633.916
3.16555	2	635.274
3.19805	3	635.313
2.82923	2	636.001
3.83483	4	636.028
3.85588	3	636.761
3.71275	4	636.843
3.66196	2	639.605
3.44833	5	642.013
3.33449	4	642.456
3.01157	1	646.502
3.2335	3	646.557
2.84247	3	646.582
3.10461	5	650.174
2.62061	3	650.318
2.49614	3	650.572
3.68789	3	651.045
3.78217	3	651.657
3.54226	4	651.867
2.52272	3	652.094
4.11512	3	653.338
3.91954	4	653.344
3.23398	3	653.399
3.66189	4	653.513
3.27519	5	656.488
2.00848	2	656.489
3.35595	4	656.903
3.83572	4	656.93
3.44403	2	659.016
3.37177	4	659.41
4.21942	5	660.02
4.47148	5	660.299
4.90261	4	661.114
4.19837	4	661.153
4.1408	4	661.173
4.36234	4	661.304
4.2399	5	661.882
4.40729	5	662.233
4.3114	5	662.707
4.11127	5	663.497
4.54124	4	663.79
4.4086	5	664.14
4.66986	5	664.249
4.14454	1	674.137
4.49797	5	674.389
3.90661	4	674.398
4.24874	5	674.962
4.0427	4	674.964
4.89559	5	674.975
3.87654	4	674.99
3.88348	5	676.237
4.03677	5	677.164
4.24324	5	677.737
4.44691	5	678.043
4.24942	5	678.606
3.52455	4	678.832
3.00134	3	678.832
3.36888	1	684.444
3.58263	4	684.618
2.51189	3	684.856
2.97423	1	688.754
3.14662	1	693.362
3.06589	3	693.366
2.29418	2	693.453
2.64329	2	693.867
3.46282	4	694.155
3.96096	3	695.079
3.74003	5	696.666
3.66335	5	698.453
3.83526	4	698.48
3.67741	4	698.584
4.25468	5	699.14
3.38773	3	699.29
3.45923	4	699.582
2.84394	4	700.919
3.24836	3	700.981
3.34251	4	701.413
2.89719	3	701.423
2.85934	3	701.443
3.69359	4	701.537
4.05715	4	701.54
4.01877	5	702.503
3.08534	4	703.34
2.9031	4	704.543
3.13142	5	708.035
3.89328	5	709.259
3.68836	5	710.98
3.73261	4	711.051
3.04524	3	711.053
3.64143	5	712.899
3.84436	4	712.923
3.75279	5	714.479
3.24375	5	717.563
2.69031	4	719.278
4.24782	4	719.34
4.01908	2	723.417
4.06164	4	723.42
3.99453	5	724.431
4.02975	5	725.373
4.01249	3	726.398
3.49121	4	726.657
3.79346	4	726.699
3.8668	3	727.451
3.58396	4	727.624
3.81571	3	728.289
3.2862	1	733.516
3.76261	5	735.047
3.53454	3	735.333
3.41592	5	737.842
3.67218	5	739.605
2.89005	1	743.178
2.79757	1	746.409
2.96467	4	747.481
3.02529	4	748.431
3.35915	3	748.56
3.03818	3	748.561
3.65392	3	748.989
2.08347	3	749.829
3.83141	4	749.857
2.15969	1	751.202
1.37521	5	764.341
3.73261	4	764.413
3.6479	4	764.537
3.50923	2	766.815
3.44681	4	767.121
2.83159	1	770.475
3.95687	4	770.477
3.28234	3	770.557
3.49975	5	772.808
2.91005	3	772.816
3.46942	1	778.914
2.91497	2	779.751
2.91424	4	780.93
2.84013	2	781.636
3.28227	1	786.844
3.06397	1	791.104
4.05776	5	791.992
3.56392	4	792.182
3.36342	4	792.588
3.03459	3	792.589
2.89201	1	796.168
1.03031	1	796.169
3.93499	5	797.304
3.74067	5	798.89
4.20881	3	800.351
2.98747	4	801.376
4.17537	1	811.459
3.08479	3	811.466
3.12433	3	811.482
3.07557	1	815.79
2.30421	1	817.491
3.18825	2	818.903
2.64311	2	819.316
2.69299	1	822.182
3.40733	2	824.163
3.2465	4	824.731
2.77471	1	827.88
2.7188	1	830.835
2.0428	4	834.665
3.223	2	836.161
2.9119	4	837.345
2.49408	3	837.601
2.27171	1	839.218
2.75804	1	842.309
2.52887	2	842.588
3.38258	3	842.735
3.06378	3	842.739
2.50499	3	842.984
2.51282	3	843.221
3.07554	4	844.076
2.96532	2	845.008
2.69283	3	845.102
3.33606	5	847.871
3.41285	3	848.041
3.27698	2	849.672
3.43981	4	849.986
3.27924	2	851.622
3.67382	5	853.381
3.57953	5	855.399
3.51668	1	861.732
3.40118	2	863.696
1	1	863.696
1.75285	1	864.262
3.55534	4	864.46
3.20763	2	865.918
2.7808	4	867.405
2.40318	3	867.761
2.94301	1	871.536
2.41724	3	871.876
1.56443	1	872.195
3.59013	5	874.182
2.72541	5	879.356
2.72928	2	879.888
2.98644	4	880.915
4.28802	3	882.574
3.74591	3	883.131
3.85148	5	884.45
4.22915	5	885.044
4.01637	3	886.077
3.85684	5	887.384
3.85134	4	887.406
3.20936	5	890.612
3.55093	5	892.712
3.88136	3	893.489
3.18668	3	893.524
3.62833	5	895.405
3.68858	5	897.125
3.78237	5	898.608
3.56265	5	900.674
3.94352	5	901.79
3.97539	4	901.79
4.03291	4	901.791
3.73766	3	902.336
3.94585	5	903.447
2.22242	1	904.941
2.29959	3	905.432
2.72448	3	905.508
1.89312	3	906.733
1.69392	1	907.214
2.70385	1	910.117
2.79922	5	914.961
3.44305	4	915.271
3.98257	3	916.236
3.16529	3	916.264
2.82663	3	916.294
3.76166	4	916.351
3.70214	5	918.035
3.47387	2	920.207
3.82571	4	920.238
3.6464	4	920.363
3.81931	4	920.395
3.57256	3	920.723
3.10486	5	924.315
3.12943	2	925.59
3.69105	3	926.068
4.01061	5	927.047
3.80787	5	928.468
3.90877	3	929.294
2.67314	2	929.747
3.26267	3	929.816
2.42357	3	930.148
2.47201	1	932.315
2.03827	1	933.393
3.13732	5	936.863
3.96401	4	936.864
3.74942	5	938.428
2.80885	4	939.847
2.71398	4	941.501
3.71825	3	942.017
3.1369	1	946.583
3.00743	3	946.583
2.07463	2	946.588
2.67269	2	947.041
3.26278	4	947.584
2.98441	1	951.522
3.40381	2	953.493
2.73213	1	956.493
3.09184	3	956.502
2.65404	3	956.621
2.43455	3	956.941
2.85412	1	960.379
2.54701	3	960.584
3.23774	3	960.641
2.25534	1	962.217
3.44165	4	962.528
2.61688	2	962.909
3.63033	4	963.046
2.84004	1	966.431
2.69641	2	966.916
2.76489	4	968.442
2.94558	2	969.336
3.02892	5	973.221
2.17387	1	974.599
2.42968	4	977.065
2.83749	3	977.091
2.64676	5	982.629
2.70076	1	985.522
3.02892	1	989.638
2.18664	3	990.3
3.49419	2	992.532
3.83656	1	1000.58
2.46044	3	1000.87
3.02916	2	1001.93
3.27798	1	1007.12
3.58941	4	1007.29
3.23215	5	1010.41
3.02892	1	1014.53
3.24466	1	1019.57
3.60937	5	1021.5
3.02892	3	1021.5
1.03031	1	1021.5
2.81004	1	1024.78
2.50206	1	1027.03
2.35323	3	1027.45
2.93815	4	1028.58
2.68489	3	1028.68
3.47587	5	1031
2.58845	3	1031.17
3.0291	5	1035.06
2.49638	1	1037.3
2.28734	2	1037.38
2.43892	2	1037.57
2.22297	1	1039.07
2.05461	1	1040.18
3.40895	5	1042.71
3.19659	2	1044.14
1.67532	1	1044.6
2.44301	3	1044.91
1.55099	1	1045.21
2.80111	1	1048.46
1.79886	1	1049.09
3.24956	3	1049.16
2.99764	1	1053.15
2.53811	1	1055.51
2.10334	2	1055.52
3.01588	2	1056.56
3.39949	1	1062.31
3.61796	5	1064.22
2.79974	3	1064.26
4.48794	5	1064.53
4.00788	4	1064.53
3.5499	4	1064.73
4.24258	3	1066.27
4.25531	4	1066.34
3.71448	3	1066.85
4.50739	3	1069.12
4.28642	5	1069.63
4.40969	4	1069.8
4.80933	5	1069.83
4.34484	5	1070.26
4.06683	1	1079.67
4.29456	3	1081.34
4.79165	3	1084.55
4.54789	5	1084.76
3.84793	3	1085.48
4.34433	5	1085.91
3.98097	3	1086.87
4.4022	5	1087.23
4.62427	4	1087.62
4.67488	5	1087.72
4.83143	5	1087.75
4.45034	5	1088.05
4.51085	1	1100.38
4.38163	5	1100.76
4.3143	3	1102.49
4.36295	5	1102.89
4.42378	4	1103.07
4.33995	5	1103.51
4.38649	4	1103.66
4.26744	4	1103.73
4.48104	4	1103.96
4.38833	4	1104.11
4.78877	5	1104.16
4.84726	2	1112.26
4.88982	2	1120.62
5	5	1120.62
3.89323	4	1120.63
4.85934	4	1121.37
4.33979	3	1123.16
3.42245	4	1123.49
4.41536	4	1123.67
4.71993	5	1123.74
4.19698	5	1124.39
4.25224	4	1124.45
4.20692	4	1124.5
4.77218	5	1124.55
4.48482	5	1124.81
3.7913	3	1125.44
4.98024	4	1126.4
4.14712	5	1127.13
4.39966	5	1127.49
3.61547	5	1129.41
4.3444	5	1129.84
4.31047	2	1135.17
3.88975	3	1135.96
4.43196	4	1136.15
3.62224	1	1143.03
3.5569	1	1149.57
3.34767	4	1149.99
2.79363	1	1153.21
3.17703	3	1153.24
2.87335	3	1153.26
4.27211	2	1158.42
3.32812	4	1158.87
2.97878	3	1158.87
3.16248	3	1158.9
2.78784	2	1159.52
3.1838	4	1160.18
2.96411	1	1164.04
3.54399	2	1166.42
2.90127	3	1166.43
3.03929	4	1167.36
2.91185	4	1168.54
3.04463	1	1172.72
3.10182	3	1172.73
2.73139	2	1173.27
2.17451	2	1173.3
2.73869	5	1178.41
3.48967	5	1180.69
2.80333	4	1182.12
2.94088	1	1185.89
2.75207	4	1187.45
3.10022	2	1188.66
3.2472	2	1190.21
2.79239	4	1191.67
2.22337	1	1193.17
2.73892	4	1194.76
2.72788	2	1195.29
3.07583	2	1196.45
3.02922	4	1197.39
2.96644	1	1201.26
2.82146	5	1206
2.7399	1	1209.03
3.00159	4	1210.03
3.31847	3	1210.13
3.31306	3	1210.23
2.20976	1	1211.69
2.53147	1	1214.03
2.43193	1	1216.09
2.87956	4	1217.34
4.41562	5	1217.68
4.70573	5	1217.77
4.5036	5	1218.02
4.95228	5	1218.02
3.77299	2	1221.16
4.59167	5	1221.33
4.31623	5	1221.8
4.05527	4	1221.8
4.23306	5	1222.39
4.67189	5	1222.49
5	5	1222.49
4.79068	5	1222.54
4.14481	4	1222.56
4.18007	5	1223.23
4.86448	2	1231.44
4.18601	4	1231.47
4.62032	5	1231.62
4.58143	5	1231.79
4.72163	4	1232.31
4.56994	5	1232.5
4.31545	5	1232.96
3.61766	3	1233.35
4.42429	4	1233.53
4.11594	4	1233.54
4.11324	5	1234.33
4.20726	5	1234.95
4.58046	4	1235.29
5	5	1235.29
4.91351	5	1235.3
4.73025	5	1235.37
4.53073	5	1235.59
4.8282	5	1235.62
4.58687	5	1235.79
4.64742	5	1235.92
4.37082	5	1236.31
4.33913	5	1236.75
4.56447	5	1236.94
4.23017	5	1237.53
3.84515	5	1238.87
3.73232	1	1246.33
4.18425	3	1247.73
3.74793	4	1247.8
4.12145	5	1248.57
